epoch 0/200,training accuracy:0.524756,validation accuracy:0.540041
epoch 145/200,training accuracy:0.645362,validation accuracy:0.644108
epoch 146/200,training accuracy:0.645252,validation accuracy:0.644073
epoch 147/200,training accuracy:0.645079,validation accuracy:0.643766
epoch 148/200,training accuracy:0.645323,validation accuracy:0.644358
epoch 149/200,training accuracy:0.645149,validation accuracy:0.644208
epoch 150/200,training accuracy:0.645579,validation accuracy:0.644434
epoch 151/200,training accuracy:0.645429,validation accuracy:0.644740
epoch 152/200,training accuracy:0.645088,validation accuracy:0.644489
epoch 153/200,training accuracy:0.645390,validation accuracy:0.644218
epoch 154/200,training accuracy:0.645498,validation accuracy:0.644530
epoch 155/200,training accuracy:0.645299,validation accuracy:0.644542
epoch 156/200,training accuracy:0.645867,validation accuracy:0.644372
epoch 157/200,training accuracy:0.645571,validation accuracy:0.644554
epoch 158/200,training accuracy:0.645827,validation accuracy:0.644574
epoch 159/200,training accuracy:0.645511,validation accuracy:0.644547
epoch 160/200,training accuracy:0.646027,validation accuracy:0.644382
epoch 161/200,training accuracy:0.645629,validation accuracy:0.644722
epoch 162/200,training accuracy:0.645953,validation accuracy:0.644999
epoch 163/200,training accuracy:0.646368,validation accuracy:0.644337
epoch 164/200,training accuracy:0.645845,validation accuracy:0.645216
epoch 165/200,training accuracy:0.646167,validation accuracy:0.644326
epoch 166/200,training accuracy:0.646063,validation accuracy:0.645163
epoch 167/200,training accuracy:0.646082,validation accuracy:0.644775
epoch 168/200,training accuracy:0.646230,validation accuracy:0.644483
epoch 169/200,training accuracy:0.646252,validation accuracy:0.644491
epoch 170/200,training accuracy:0.646075,validation accuracy:0.644724
epoch 171/200,training accuracy:0.646150,validation accuracy:0.644848
epoch 172/200,training accuracy:0.646240,validation accuracy:0.645248
epoch 173/200,training accuracy:0.646272,validation accuracy:0.645128
epoch 174/200,training accuracy:0.646504,validation accuracy:0.645448
epoch 175/200,training accuracy:0.646050,validation accuracy:0.644616
epoch 176/200,training accuracy:0.646646,validation accuracy:0.644619
epoch 177/200,training accuracy:0.646233,validation accuracy:0.644766
epoch 178/200,training accuracy:0.646781,validation accuracy:0.644949
epoch 179/200,training accuracy:0.646298,validation accuracy:0.645012
epoch 180/200,training accuracy:0.646779,validation accuracy:0.644900
epoch 181/200,training accuracy:0.646663,validation accuracy:0.645105
epoch 182/200,training accuracy:0.646686,validation accuracy:0.645244
epoch 183/200,training accuracy:0.646706,validation accuracy:0.645479
epoch 184/200,training accuracy:0.646852,validation accuracy:0.645649
epoch 185/200,training accuracy:0.646749,validation accuracy:0.645303
epoch 186/200,training accuracy:0.646684,validation accuracy:0.645033
epoch 187/200,training accuracy:0.646769,validation accuracy:0.644912
epoch 188/200,training accuracy:0.646721,validation accuracy:0.645633
epoch 189/200,training accuracy:0.646950,validation accuracy:0.644676
epoch 190/200,training accuracy:0.646836,validation accuracy:0.645371
epoch 191/200,training accuracy:0.646958,validation accuracy:0.644987
epoch 192/200,training accuracy:0.646799,validation accuracy:0.645241
epoch 193/200,training accuracy:0.647039,validation accuracy:0.645607
epoch 194/200,training accuracy:0.647060,validation accuracy:0.645468
epoch 195/200,training accuracy:0.647050,validation accuracy:0.645581
epoch 196/200,training accuracy:0.647077,validation accuracy:0.646119
epoch 197/200,training accuracy:0.647299,validation accuracy:0.645632
epoch 198/200,training accuracy:0.647119,validation accuracy:0.645437
epoch 199/200,training accuracy:0.647262,validation accuracy:0.646005
Finished. Saving the model to /h/u8/c8/01/lyumengx/csc2515/CSC2515Dota2DraftPredictionProject/algorithms/shawn/fc_2.batch.pth
The best validation accuracy occurs at 199th epoch
