epoch 0/600,training accuracy:0.540109,validation accuracy:0.539358
epoch 121/600,training accuracy:0.640503,validation accuracy:0.640058
epoch 122/600,training accuracy:0.640569,validation accuracy:0.640024
epoch 123/600,training accuracy:0.641008,validation accuracy:0.639787
epoch 124/600,training accuracy:0.640863,validation accuracy:0.640135
epoch 125/600,training accuracy:0.640985,validation accuracy:0.640329
epoch 126/600,training accuracy:0.641138,validation accuracy:0.639808
epoch 127/600,training accuracy:0.641103,validation accuracy:0.640803
epoch 128/600,training accuracy:0.641193,validation accuracy:0.639606
epoch 129/600,training accuracy:0.641216,validation accuracy:0.640532
epoch 130/600,training accuracy:0.641615,validation accuracy:0.640013
epoch 131/600,training accuracy:0.641185,validation accuracy:0.640138
epoch 132/600,training accuracy:0.641327,validation accuracy:0.640140
epoch 133/600,training accuracy:0.641696,validation accuracy:0.640141
epoch 134/600,training accuracy:0.641433,validation accuracy:0.640056
epoch 135/600,training accuracy:0.641984,validation accuracy:0.640229
epoch 136/600,training accuracy:0.641792,validation accuracy:0.640179
epoch 137/600,training accuracy:0.641871,validation accuracy:0.640279
epoch 138/600,training accuracy:0.642130,validation accuracy:0.640794
epoch 139/600,training accuracy:0.642068,validation accuracy:0.640492
epoch 140/600,training accuracy:0.641759,validation accuracy:0.641324
epoch 141/600,training accuracy:0.641839,validation accuracy:0.640889
epoch 142/600,training accuracy:0.642287,validation accuracy:0.640982
epoch 143/600,training accuracy:0.642055,validation accuracy:0.640619
epoch 144/600,training accuracy:0.642355,validation accuracy:0.640740
epoch 145/600,training accuracy:0.642348,validation accuracy:0.640692
epoch 146/600,training accuracy:0.642727,validation accuracy:0.641013
epoch 147/600,training accuracy:0.643041,validation accuracy:0.640586
epoch 148/600,training accuracy:0.642665,validation accuracy:0.641719
epoch 149/600,training accuracy:0.642620,validation accuracy:0.640958
epoch 150/600,training accuracy:0.642659,validation accuracy:0.641217
epoch 151/600,training accuracy:0.642728,validation accuracy:0.641566
epoch 152/600,training accuracy:0.642590,validation accuracy:0.641385
epoch 153/600,training accuracy:0.642306,validation accuracy:0.641145
epoch 154/600,training accuracy:0.642402,validation accuracy:0.641256
epoch 155/600,training accuracy:0.642677,validation accuracy:0.641054
epoch 156/600,training accuracy:0.642760,validation accuracy:0.641359
epoch 157/600,training accuracy:0.642832,validation accuracy:0.641146
epoch 158/600,training accuracy:0.643048,validation accuracy:0.641246
epoch 159/600,training accuracy:0.643156,validation accuracy:0.641316
epoch 160/600,training accuracy:0.642794,validation accuracy:0.641741
epoch 161/600,training accuracy:0.643202,validation accuracy:0.641297
epoch 162/600,training accuracy:0.643280,validation accuracy:0.641891
epoch 163/600,training accuracy:0.643237,validation accuracy:0.641799
epoch 164/600,training accuracy:0.643189,validation accuracy:0.641789
epoch 165/600,training accuracy:0.643504,validation accuracy:0.641880
epoch 166/600,training accuracy:0.643442,validation accuracy:0.641311
epoch 167/600,training accuracy:0.644000,validation accuracy:0.642042
epoch 168/600,training accuracy:0.643505,validation accuracy:0.642093
epoch 169/600,training accuracy:0.643463,validation accuracy:0.641540
epoch 170/600,training accuracy:0.643760,validation accuracy:0.642191
epoch 171/600,training accuracy:0.643693,validation accuracy:0.641792
epoch 172/600,training accuracy:0.644076,validation accuracy:0.642470
epoch 173/600,training accuracy:0.644016,validation accuracy:0.642363
epoch 174/600,training accuracy:0.643855,validation accuracy:0.642138
epoch 175/600,training accuracy:0.644160,validation accuracy:0.641888
epoch 176/600,training accuracy:0.643828,validation accuracy:0.642055
epoch 177/600,training accuracy:0.644080,validation accuracy:0.642574
epoch 178/600,training accuracy:0.644225,validation accuracy:0.642081
epoch 179/600,training accuracy:0.644177,validation accuracy:0.642345
epoch 180/600,training accuracy:0.644483,validation accuracy:0.642118
epoch 181/600,training accuracy:0.644476,validation accuracy:0.642173
epoch 182/600,training accuracy:0.644221,validation accuracy:0.642307
epoch 183/600,training accuracy:0.644444,validation accuracy:0.642270
epoch 184/600,training accuracy:0.644463,validation accuracy:0.642298
epoch 185/600,training accuracy:0.644431,validation accuracy:0.643116
epoch 186/600,training accuracy:0.644682,validation accuracy:0.642781
epoch 187/600,training accuracy:0.644606,validation accuracy:0.642119
epoch 188/600,training accuracy:0.644637,validation accuracy:0.642560
epoch 189/600,training accuracy:0.645048,validation accuracy:0.642118
epoch 190/600,training accuracy:0.644453,validation accuracy:0.642533
epoch 191/600,training accuracy:0.644747,validation accuracy:0.642854
epoch 192/600,training accuracy:0.644781,validation accuracy:0.642979
epoch 193/600,training accuracy:0.644665,validation accuracy:0.643160
epoch 194/600,training accuracy:0.645082,validation accuracy:0.643146
epoch 195/600,training accuracy:0.644759,validation accuracy:0.643516
epoch 196/600,training accuracy:0.645162,validation accuracy:0.642613
epoch 197/600,training accuracy:0.645434,validation accuracy:0.642570
epoch 198/600,training accuracy:0.645456,validation accuracy:0.643133
epoch 199/600,training accuracy:0.645247,validation accuracy:0.642285
epoch 200/600,training accuracy:0.645386,validation accuracy:0.643202
epoch 201/600,training accuracy:0.645800,validation accuracy:0.643390
epoch 202/600,training accuracy:0.645271,validation accuracy:0.643780
epoch 203/600,training accuracy:0.645515,validation accuracy:0.643463
epoch 204/600,training accuracy:0.645744,validation accuracy:0.643204
epoch 205/600,training accuracy:0.645550,validation accuracy:0.643229
epoch 206/600,training accuracy:0.645926,validation accuracy:0.643318
epoch 207/600,training accuracy:0.645850,validation accuracy:0.643932
epoch 208/600,training accuracy:0.645979,validation accuracy:0.643347
epoch 209/600,training accuracy:0.645967,validation accuracy:0.643049
epoch 210/600,training accuracy:0.645493,validation accuracy:0.643863
epoch 211/600,training accuracy:0.646398,validation accuracy:0.643199
epoch 212/600,training accuracy:0.645724,validation accuracy:0.643453
epoch 213/600,training accuracy:0.645585,validation accuracy:0.643933
epoch 214/600,training accuracy:0.646105,validation accuracy:0.643537
epoch 215/600,training accuracy:0.646197,validation accuracy:0.643947
epoch 216/600,training accuracy:0.645916,validation accuracy:0.643950
epoch 217/600,training accuracy:0.646428,validation accuracy:0.643937
epoch 218/600,training accuracy:0.646067,validation accuracy:0.644082
epoch 219/600,training accuracy:0.646357,validation accuracy:0.643749
epoch 220/600,training accuracy:0.646377,validation accuracy:0.644230
epoch 221/600,training accuracy:0.646993,validation accuracy:0.643645
epoch 222/600,training accuracy:0.646304,validation accuracy:0.643629
epoch 223/600,training accuracy:0.646594,validation accuracy:0.643818
epoch 224/600,training accuracy:0.646894,validation accuracy:0.644258
epoch 225/600,training accuracy:0.646845,validation accuracy:0.644197
epoch 226/600,training accuracy:0.646706,validation accuracy:0.644071
epoch 227/600,training accuracy:0.646896,validation accuracy:0.644271
epoch 228/600,training accuracy:0.646542,validation accuracy:0.644349
epoch 229/600,training accuracy:0.646853,validation accuracy:0.644233
epoch 230/600,training accuracy:0.646892,validation accuracy:0.643591
epoch 231/600,training accuracy:0.646656,validation accuracy:0.643549
epoch 232/600,training accuracy:0.646689,validation accuracy:0.644158
epoch 233/600,training accuracy:0.647161,validation accuracy:0.643736
epoch 234/600,training accuracy:0.647297,validation accuracy:0.644587
epoch 235/600,training accuracy:0.647230,validation accuracy:0.644179
epoch 236/600,training accuracy:0.647382,validation accuracy:0.644035
epoch 237/600,training accuracy:0.647127,validation accuracy:0.644033
epoch 238/600,training accuracy:0.647018,validation accuracy:0.644034
epoch 239/600,training accuracy:0.647442,validation accuracy:0.644461
epoch 240/600,training accuracy:0.647987,validation accuracy:0.644664
epoch 241/600,training accuracy:0.647129,validation accuracy:0.644304
epoch 242/600,training accuracy:0.647405,validation accuracy:0.644354
epoch 243/600,training accuracy:0.647519,validation accuracy:0.645200
epoch 244/600,training accuracy:0.647526,validation accuracy:0.644697
epoch 245/600,training accuracy:0.647812,validation accuracy:0.644824
epoch 246/600,training accuracy:0.647783,validation accuracy:0.645176
epoch 247/600,training accuracy:0.647300,validation accuracy:0.644645
epoch 248/600,training accuracy:0.647432,validation accuracy:0.644918
epoch 249/600,training accuracy:0.647476,validation accuracy:0.644766
epoch 250/600,training accuracy:0.647610,validation accuracy:0.644316
epoch 251/600,training accuracy:0.648097,validation accuracy:0.645373
epoch 252/600,training accuracy:0.647809,validation accuracy:0.644893
epoch 253/600,training accuracy:0.647780,validation accuracy:0.644699
epoch 254/600,training accuracy:0.647897,validation accuracy:0.644296
epoch 255/600,training accuracy:0.648127,validation accuracy:0.644408
epoch 256/600,training accuracy:0.647810,validation accuracy:0.645277
epoch 257/600,training accuracy:0.648108,validation accuracy:0.644618
epoch 258/600,training accuracy:0.648425,validation accuracy:0.644731
epoch 259/600,training accuracy:0.648043,validation accuracy:0.644950
epoch 260/600,training accuracy:0.647955,validation accuracy:0.645200
epoch 261/600,training accuracy:0.648327,validation accuracy:0.645018
epoch 262/600,training accuracy:0.648241,validation accuracy:0.644744
epoch 263/600,training accuracy:0.648676,validation accuracy:0.644950
epoch 264/600,training accuracy:0.648592,validation accuracy:0.644885
epoch 265/600,training accuracy:0.648473,validation accuracy:0.644324
epoch 266/600,training accuracy:0.648813,validation accuracy:0.645089
epoch 267/600,training accuracy:0.648671,validation accuracy:0.645291
epoch 268/600,training accuracy:0.648753,validation accuracy:0.644859
epoch 269/600,training accuracy:0.648187,validation accuracy:0.644471
epoch 270/600,training accuracy:0.648348,validation accuracy:0.645709
epoch 271/600,training accuracy:0.648480,validation accuracy:0.645591
epoch 272/600,training accuracy:0.648924,validation accuracy:0.645706
epoch 273/600,training accuracy:0.649123,validation accuracy:0.644949
epoch 274/600,training accuracy:0.648627,validation accuracy:0.644745
epoch 275/600,training accuracy:0.649010,validation accuracy:0.645309
epoch 276/600,training accuracy:0.649098,validation accuracy:0.645793
epoch 277/600,training accuracy:0.648565,validation accuracy:0.645720
epoch 278/600,training accuracy:0.648893,validation accuracy:0.645408
epoch 279/600,training accuracy:0.649095,validation accuracy:0.645210
epoch 280/600,training accuracy:0.649172,validation accuracy:0.645344
epoch 281/600,training accuracy:0.649345,validation accuracy:0.645402
epoch 282/600,training accuracy:0.649616,validation accuracy:0.645838
epoch 283/600,training accuracy:0.649247,validation accuracy:0.645445
epoch 284/600,training accuracy:0.649592,validation accuracy:0.645473
epoch 285/600,training accuracy:0.649509,validation accuracy:0.645357
epoch 286/600,training accuracy:0.649505,validation accuracy:0.645756
epoch 287/600,training accuracy:0.649116,validation accuracy:0.645970
epoch 288/600,training accuracy:0.649460,validation accuracy:0.645728
epoch 289/600,training accuracy:0.649564,validation accuracy:0.645842
epoch 290/600,training accuracy:0.649532,validation accuracy:0.645536
epoch 291/600,training accuracy:0.649426,validation accuracy:0.645539
epoch 292/600,training accuracy:0.649313,validation accuracy:0.645692
epoch 293/600,training accuracy:0.649762,validation accuracy:0.646075
epoch 294/600,training accuracy:0.650247,validation accuracy:0.645591
epoch 295/600,training accuracy:0.649799,validation accuracy:0.646190
epoch 296/600,training accuracy:0.650172,validation accuracy:0.645380
epoch 297/600,training accuracy:0.649948,validation accuracy:0.645491
epoch 298/600,training accuracy:0.649818,validation accuracy:0.645817
epoch 299/600,training accuracy:0.649787,validation accuracy:0.645820
epoch 300/600,training accuracy:0.649909,validation accuracy:0.645801
epoch 301/600,training accuracy:0.649716,validation accuracy:0.645394
epoch 302/600,training accuracy:0.649862,validation accuracy:0.645512
epoch 303/600,training accuracy:0.650045,validation accuracy:0.645870
epoch 304/600,training accuracy:0.650316,validation accuracy:0.645901
epoch 305/600,training accuracy:0.649890,validation accuracy:0.646357
epoch 306/600,training accuracy:0.650217,validation accuracy:0.646346
epoch 307/600,training accuracy:0.650062,validation accuracy:0.646437
epoch 308/600,training accuracy:0.650167,validation accuracy:0.645773
epoch 309/600,training accuracy:0.650393,validation accuracy:0.645832
epoch 310/600,training accuracy:0.650324,validation accuracy:0.645599
epoch 311/600,training accuracy:0.649862,validation accuracy:0.645867
epoch 312/600,training accuracy:0.650178,validation accuracy:0.645770
epoch 313/600,training accuracy:0.650535,validation accuracy:0.646250
epoch 314/600,training accuracy:0.650698,validation accuracy:0.645735
epoch 315/600,training accuracy:0.650553,validation accuracy:0.645644
epoch 316/600,training accuracy:0.650369,validation accuracy:0.646379
epoch 317/600,training accuracy:0.651134,validation accuracy:0.645919
epoch 318/600,training accuracy:0.650601,validation accuracy:0.646200
epoch 319/600,training accuracy:0.650797,validation accuracy:0.645769
epoch 320/600,training accuracy:0.650770,validation accuracy:0.646078
epoch 321/600,training accuracy:0.650731,validation accuracy:0.646241
epoch 322/600,training accuracy:0.650774,validation accuracy:0.646749
epoch 323/600,training accuracy:0.650695,validation accuracy:0.646185
epoch 324/600,training accuracy:0.650607,validation accuracy:0.646224
epoch 325/600,training accuracy:0.651105,validation accuracy:0.645754
epoch 326/600,training accuracy:0.650988,validation accuracy:0.646603
epoch 327/600,training accuracy:0.650798,validation accuracy:0.645979
epoch 328/600,training accuracy:0.651228,validation accuracy:0.646704
epoch 329/600,training accuracy:0.651262,validation accuracy:0.646525
epoch 330/600,training accuracy:0.651485,validation accuracy:0.645887
epoch 331/600,training accuracy:0.650924,validation accuracy:0.646858
epoch 332/600,training accuracy:0.651357,validation accuracy:0.646295
epoch 333/600,training accuracy:0.650755,validation accuracy:0.646354
epoch 334/600,training accuracy:0.650936,validation accuracy:0.646506
epoch 335/600,training accuracy:0.651349,validation accuracy:0.646872
epoch 336/600,training accuracy:0.651501,validation accuracy:0.646436
epoch 337/600,training accuracy:0.651157,validation accuracy:0.646214
epoch 338/600,training accuracy:0.651597,validation accuracy:0.646564
epoch 339/600,training accuracy:0.651399,validation accuracy:0.646901
epoch 340/600,training accuracy:0.651416,validation accuracy:0.646082
epoch 341/600,training accuracy:0.651149,validation accuracy:0.646512
epoch 342/600,training accuracy:0.651564,validation accuracy:0.646275
epoch 343/600,training accuracy:0.651223,validation accuracy:0.646377
epoch 344/600,training accuracy:0.651222,validation accuracy:0.646723
epoch 345/600,training accuracy:0.651374,validation accuracy:0.646339
epoch 346/600,training accuracy:0.651709,validation accuracy:0.646913
epoch 347/600,training accuracy:0.651455,validation accuracy:0.646432
epoch 348/600,training accuracy:0.652149,validation accuracy:0.646395
epoch 349/600,training accuracy:0.651585,validation accuracy:0.646375
epoch 350/600,training accuracy:0.651047,validation accuracy:0.647013
epoch 351/600,training accuracy:0.651563,validation accuracy:0.646666
epoch 352/600,training accuracy:0.651767,validation accuracy:0.646922
epoch 353/600,training accuracy:0.651830,validation accuracy:0.647099
epoch 354/600,training accuracy:0.651807,validation accuracy:0.647245
epoch 355/600,training accuracy:0.651848,validation accuracy:0.646596
epoch 356/600,training accuracy:0.651956,validation accuracy:0.646637
epoch 357/600,training accuracy:0.651710,validation accuracy:0.646294
epoch 358/600,training accuracy:0.651861,validation accuracy:0.646856
epoch 359/600,training accuracy:0.652011,validation accuracy:0.646297
epoch 360/600,training accuracy:0.651988,validation accuracy:0.646428
epoch 361/600,training accuracy:0.652057,validation accuracy:0.647101
epoch 362/600,training accuracy:0.651922,validation accuracy:0.647420
epoch 363/600,training accuracy:0.651884,validation accuracy:0.646852
epoch 364/600,training accuracy:0.652079,validation accuracy:0.646844
epoch 365/600,training accuracy:0.652312,validation accuracy:0.646879
epoch 366/600,training accuracy:0.652266,validation accuracy:0.647029
epoch 367/600,training accuracy:0.651898,validation accuracy:0.646744
epoch 368/600,training accuracy:0.652691,validation accuracy:0.646541
epoch 369/600,training accuracy:0.652205,validation accuracy:0.646644
epoch 370/600,training accuracy:0.652463,validation accuracy:0.646757
epoch 371/600,training accuracy:0.652324,validation accuracy:0.646724
epoch 372/600,training accuracy:0.652248,validation accuracy:0.646942
epoch 373/600,training accuracy:0.652282,validation accuracy:0.646779
epoch 374/600,training accuracy:0.652468,validation accuracy:0.647026
epoch 375/600,training accuracy:0.652636,validation accuracy:0.647306
epoch 376/600,training accuracy:0.652510,validation accuracy:0.646502
epoch 377/600,training accuracy:0.652063,validation accuracy:0.646558
epoch 378/600,training accuracy:0.652839,validation accuracy:0.646125
epoch 379/600,training accuracy:0.652917,validation accuracy:0.647025
epoch 380/600,training accuracy:0.652647,validation accuracy:0.647293
epoch 381/600,training accuracy:0.652995,validation accuracy:0.646659
epoch 382/600,training accuracy:0.653138,validation accuracy:0.647584
epoch 383/600,training accuracy:0.652936,validation accuracy:0.647641
epoch 384/600,training accuracy:0.652761,validation accuracy:0.647029
epoch 385/600,training accuracy:0.652791,validation accuracy:0.647515
epoch 386/600,training accuracy:0.652854,validation accuracy:0.646713
epoch 387/600,training accuracy:0.653013,validation accuracy:0.647358
epoch 388/600,training accuracy:0.652479,validation accuracy:0.647199
epoch 389/600,training accuracy:0.653258,validation accuracy:0.647184
epoch 390/600,training accuracy:0.652479,validation accuracy:0.647500
epoch 391/600,training accuracy:0.652860,validation accuracy:0.647229
epoch 392/600,training accuracy:0.652828,validation accuracy:0.647570
epoch 393/600,training accuracy:0.653112,validation accuracy:0.647439
epoch 394/600,training accuracy:0.653082,validation accuracy:0.647183
epoch 395/600,training accuracy:0.652934,validation accuracy:0.647178
epoch 396/600,training accuracy:0.653197,validation accuracy:0.646713
epoch 397/600,training accuracy:0.653145,validation accuracy:0.647508
epoch 398/600,training accuracy:0.653135,validation accuracy:0.647554
epoch 399/600,training accuracy:0.652849,validation accuracy:0.647349
epoch 400/600,training accuracy:0.653211,validation accuracy:0.647217
epoch 401/600,training accuracy:0.652954,validation accuracy:0.647651
epoch 402/600,training accuracy:0.653213,validation accuracy:0.646979
epoch 403/600,training accuracy:0.653553,validation accuracy:0.646766
epoch 404/600,training accuracy:0.653121,validation accuracy:0.646670
epoch 405/600,training accuracy:0.654208,validation accuracy:0.647181
epoch 406/600,training accuracy:0.653011,validation accuracy:0.647448
epoch 407/600,training accuracy:0.653703,validation accuracy:0.647071
epoch 408/600,training accuracy:0.653486,validation accuracy:0.647327
epoch 409/600,training accuracy:0.653233,validation accuracy:0.647095
epoch 410/600,training accuracy:0.653352,validation accuracy:0.647767
epoch 411/600,training accuracy:0.653654,validation accuracy:0.647471
epoch 412/600,training accuracy:0.653415,validation accuracy:0.647538
epoch 413/600,training accuracy:0.653824,validation accuracy:0.647420
epoch 414/600,training accuracy:0.654212,validation accuracy:0.647593
epoch 415/600,training accuracy:0.653798,validation accuracy:0.647496
epoch 416/600,training accuracy:0.653509,validation accuracy:0.647233
epoch 417/600,training accuracy:0.653865,validation accuracy:0.647581
epoch 418/600,training accuracy:0.653528,validation accuracy:0.647159
epoch 419/600,training accuracy:0.653426,validation accuracy:0.647951
epoch 420/600,training accuracy:0.653854,validation accuracy:0.647542
epoch 421/600,training accuracy:0.653808,validation accuracy:0.647508
epoch 422/600,training accuracy:0.653673,validation accuracy:0.646828
epoch 423/600,training accuracy:0.654063,validation accuracy:0.647168
epoch 424/600,training accuracy:0.654212,validation accuracy:0.647573
epoch 425/600,training accuracy:0.653685,validation accuracy:0.646986
epoch 426/600,training accuracy:0.654007,validation accuracy:0.647628
epoch 427/600,training accuracy:0.654441,validation accuracy:0.647779
epoch 428/600,training accuracy:0.653982,validation accuracy:0.647968
epoch 429/600,training accuracy:0.653773,validation accuracy:0.648109
epoch 430/600,training accuracy:0.654255,validation accuracy:0.647590
epoch 431/600,training accuracy:0.654248,validation accuracy:0.647695
epoch 432/600,training accuracy:0.654001,validation accuracy:0.647972
epoch 433/600,training accuracy:0.654155,validation accuracy:0.647327
epoch 434/600,training accuracy:0.654318,validation accuracy:0.647892
epoch 435/600,training accuracy:0.653694,validation accuracy:0.647650
epoch 436/600,training accuracy:0.654063,validation accuracy:0.647680
epoch 437/600,training accuracy:0.654403,validation accuracy:0.648074
epoch 438/600,training accuracy:0.654617,validation accuracy:0.647839
epoch 439/600,training accuracy:0.654196,validation accuracy:0.647494
epoch 440/600,training accuracy:0.654426,validation accuracy:0.647639
epoch 441/600,training accuracy:0.654612,validation accuracy:0.648038
epoch 442/600,training accuracy:0.654522,validation accuracy:0.648255
epoch 443/600,training accuracy:0.654425,validation accuracy:0.647579
epoch 444/600,training accuracy:0.654320,validation accuracy:0.647732
epoch 445/600,training accuracy:0.654236,validation accuracy:0.647324
epoch 446/600,training accuracy:0.654402,validation accuracy:0.647513
epoch 447/600,training accuracy:0.654692,validation accuracy:0.647895
epoch 448/600,training accuracy:0.654326,validation accuracy:0.647749
epoch 449/600,training accuracy:0.654426,validation accuracy:0.647495
