epoch 0/200,training accuracy:0.478369,validation accuracy:0.480480
epoch 82/200,training accuracy:0.606812,validation accuracy:0.606811
epoch 83/200,training accuracy:0.606939,validation accuracy:0.606764
epoch 84/200,training accuracy:0.606921,validation accuracy:0.606782
epoch 85/200,training accuracy:0.606871,validation accuracy:0.606790
epoch 86/200,training accuracy:0.606796,validation accuracy:0.606793
epoch 87/200,training accuracy:0.607030,validation accuracy:0.606802
epoch 88/200,training accuracy:0.607002,validation accuracy:0.606846
epoch 89/200,training accuracy:0.606966,validation accuracy:0.606791
epoch 90/200,training accuracy:0.607078,validation accuracy:0.606829
epoch 91/200,training accuracy:0.607152,validation accuracy:0.606797
epoch 92/200,training accuracy:0.607020,validation accuracy:0.606830
epoch 93/200,training accuracy:0.607059,validation accuracy:0.606796
epoch 94/200,training accuracy:0.607080,validation accuracy:0.606683
epoch 95/200,training accuracy:0.607115,validation accuracy:0.606962
epoch 96/200,training accuracy:0.607149,validation accuracy:0.606728
epoch 97/200,training accuracy:0.607137,validation accuracy:0.606810
epoch 98/200,training accuracy:0.607125,validation accuracy:0.606894
epoch 99/200,training accuracy:0.607311,validation accuracy:0.606710
epoch 100/200,training accuracy:0.607243,validation accuracy:0.606746
epoch 101/200,training accuracy:0.607324,validation accuracy:0.606652
epoch 102/200,training accuracy:0.607224,validation accuracy:0.606914
epoch 103/200,training accuracy:0.607238,validation accuracy:0.606831
epoch 104/200,training accuracy:0.607193,validation accuracy:0.606884
epoch 105/200,training accuracy:0.607295,validation accuracy:0.607034
epoch 106/200,training accuracy:0.607250,validation accuracy:0.606837
epoch 107/200,training accuracy:0.607403,validation accuracy:0.606938
epoch 108/200,training accuracy:0.607203,validation accuracy:0.606631
epoch 109/200,training accuracy:0.607298,validation accuracy:0.606894
epoch 110/200,training accuracy:0.607286,validation accuracy:0.606996
epoch 111/200,training accuracy:0.607251,validation accuracy:0.606876
epoch 112/200,training accuracy:0.607467,validation accuracy:0.606862
epoch 113/200,training accuracy:0.607272,validation accuracy:0.606959
epoch 114/200,training accuracy:0.607253,validation accuracy:0.606934
epoch 115/200,training accuracy:0.607251,validation accuracy:0.606952
epoch 116/200,training accuracy:0.607113,validation accuracy:0.606818
epoch 117/200,training accuracy:0.607258,validation accuracy:0.607009
epoch 118/200,training accuracy:0.607300,validation accuracy:0.607008
epoch 119/200,training accuracy:0.607229,validation accuracy:0.606934
epoch 120/200,training accuracy:0.607158,validation accuracy:0.606914
epoch 121/200,training accuracy:0.607328,validation accuracy:0.606893
epoch 122/200,training accuracy:0.607315,validation accuracy:0.606912
epoch 123/200,training accuracy:0.607228,validation accuracy:0.607105
epoch 124/200,training accuracy:0.607266,validation accuracy:0.606962
epoch 125/200,training accuracy:0.607239,validation accuracy:0.606934
epoch 126/200,training accuracy:0.607177,validation accuracy:0.606577
epoch 127/200,training accuracy:0.607248,validation accuracy:0.606824
epoch 128/200,training accuracy:0.607117,validation accuracy:0.606864
epoch 129/200,training accuracy:0.607179,validation accuracy:0.606946
epoch 130/200,training accuracy:0.607285,validation accuracy:0.606765
epoch 131/200,training accuracy:0.607227,validation accuracy:0.607073
epoch 132/200,training accuracy:0.607365,validation accuracy:0.607024
epoch 133/200,training accuracy:0.607259,validation accuracy:0.606884
epoch 134/200,training accuracy:0.607190,validation accuracy:0.607141
epoch 135/200,training accuracy:0.607154,validation accuracy:0.607179
epoch 136/200,training accuracy:0.607437,validation accuracy:0.606870
epoch 137/200,training accuracy:0.607154,validation accuracy:0.606845
epoch 138/200,training accuracy:0.607204,validation accuracy:0.606700
epoch 139/200,training accuracy:0.607270,validation accuracy:0.606963
epoch 140/200,training accuracy:0.607218,validation accuracy:0.606859
epoch 141/200,training accuracy:0.607309,validation accuracy:0.607069
epoch 142/200,training accuracy:0.607253,validation accuracy:0.607004
epoch 143/200,training accuracy:0.607289,validation accuracy:0.607014
epoch 144/200,training accuracy:0.607210,validation accuracy:0.607068
epoch 145/200,training accuracy:0.607222,validation accuracy:0.606840
epoch 146/200,training accuracy:0.607396,validation accuracy:0.607075
epoch 147/200,training accuracy:0.607376,validation accuracy:0.606855
epoch 148/200,training accuracy:0.607352,validation accuracy:0.606947
epoch 149/200,training accuracy:0.607215,validation accuracy:0.606924
epoch 150/200,training accuracy:0.607328,validation accuracy:0.606823
epoch 151/200,training accuracy:0.607311,validation accuracy:0.606831
epoch 152/200,training accuracy:0.607195,validation accuracy:0.607004
epoch 153/200,training accuracy:0.607272,validation accuracy:0.606808
epoch 154/200,training accuracy:0.607355,validation accuracy:0.606918
epoch 155/200,training accuracy:0.607330,validation accuracy:0.606904
epoch 156/200,training accuracy:0.607387,validation accuracy:0.606779
epoch 157/200,training accuracy:0.607241,validation accuracy:0.607142
epoch 158/200,training accuracy:0.607354,validation accuracy:0.606914
epoch 159/200,training accuracy:0.607377,validation accuracy:0.606914
epoch 160/200,training accuracy:0.607440,validation accuracy:0.607000
epoch 161/200,training accuracy:0.607354,validation accuracy:0.606983
epoch 162/200,training accuracy:0.607299,validation accuracy:0.607011
epoch 163/200,training accuracy:0.607247,validation accuracy:0.607022
epoch 164/200,training accuracy:0.607322,validation accuracy:0.606838
epoch 165/200,training accuracy:0.607213,validation accuracy:0.606984
epoch 166/200,training accuracy:0.607289,validation accuracy:0.607014
epoch 167/200,training accuracy:0.607467,validation accuracy:0.606977
epoch 168/200,training accuracy:0.607349,validation accuracy:0.607034
epoch 169/200,training accuracy:0.607329,validation accuracy:0.606864
epoch 170/200,training accuracy:0.607281,validation accuracy:0.607058
epoch 171/200,training accuracy:0.607271,validation accuracy:0.607008
epoch 172/200,training accuracy:0.607351,validation accuracy:0.606784
epoch 173/200,training accuracy:0.607403,validation accuracy:0.607110
epoch 174/200,training accuracy:0.607304,validation accuracy:0.607019
epoch 175/200,training accuracy:0.607559,validation accuracy:0.607055
epoch 176/200,training accuracy:0.607261,validation accuracy:0.607011
epoch 177/200,training accuracy:0.607319,validation accuracy:0.606960
epoch 178/200,training accuracy:0.607450,validation accuracy:0.607031
epoch 179/200,training accuracy:0.607348,validation accuracy:0.606958
epoch 180/200,training accuracy:0.607298,validation accuracy:0.607067
epoch 181/200,training accuracy:0.607237,validation accuracy:0.606966
epoch 182/200,training accuracy:0.607397,validation accuracy:0.607047
epoch 183/200,training accuracy:0.607199,validation accuracy:0.606967
epoch 184/200,training accuracy:0.607365,validation accuracy:0.607030
epoch 185/200,training accuracy:0.607325,validation accuracy:0.606937
epoch 186/200,training accuracy:0.607268,validation accuracy:0.607002
epoch 187/200,training accuracy:0.607315,validation accuracy:0.607115
epoch 188/200,training accuracy:0.607226,validation accuracy:0.607060
epoch 189/200,training accuracy:0.607276,validation accuracy:0.606958
epoch 190/200,training accuracy:0.607283,validation accuracy:0.607049
epoch 191/200,training accuracy:0.607286,validation accuracy:0.607001
epoch 192/200,training accuracy:0.607296,validation accuracy:0.606751
epoch 193/200,training accuracy:0.607323,validation accuracy:0.606970
epoch 194/200,training accuracy:0.607294,validation accuracy:0.606966
epoch 195/200,training accuracy:0.607099,validation accuracy:0.607121
epoch 196/200,training accuracy:0.607182,validation accuracy:0.607027
epoch 197/200,training accuracy:0.607218,validation accuracy:0.607017
epoch 198/200,training accuracy:0.607352,validation accuracy:0.606973
epoch 199/200,training accuracy:0.607312,validation accuracy:0.606982
Finished. Saving the model to /h/172/shawnlyu/projects/machine_learning/CSC2515Dota2DraftPredictionProject/algorithms/shawn/exp_VH/fc_7.batch.pth
The best validation accuracy occurs at 135th epoch
