epoch 0/600,training accuracy:0.514237,validation accuracy:0.539457
epoch 211/600,training accuracy:0.639002,validation accuracy:0.636866
epoch 212/600,training accuracy:0.638394,validation accuracy:0.637446
epoch 213/600,training accuracy:0.638952,validation accuracy:0.637198
epoch 214/600,training accuracy:0.639148,validation accuracy:0.637272
epoch 215/600,training accuracy:0.638960,validation accuracy:0.636825
epoch 216/600,training accuracy:0.639137,validation accuracy:0.637470
epoch 217/600,training accuracy:0.638679,validation accuracy:0.637001
epoch 218/600,training accuracy:0.639129,validation accuracy:0.637627
epoch 219/600,training accuracy:0.639088,validation accuracy:0.637626
epoch 220/600,training accuracy:0.639508,validation accuracy:0.637530
epoch 221/600,training accuracy:0.639534,validation accuracy:0.637690
epoch 222/600,training accuracy:0.639162,validation accuracy:0.637866
epoch 223/600,training accuracy:0.639529,validation accuracy:0.637267
epoch 224/600,training accuracy:0.639332,validation accuracy:0.637212
epoch 225/600,training accuracy:0.639504,validation accuracy:0.638199
epoch 226/600,training accuracy:0.639651,validation accuracy:0.637129
epoch 227/600,training accuracy:0.639380,validation accuracy:0.637605
epoch 228/600,training accuracy:0.639470,validation accuracy:0.637848
epoch 229/600,training accuracy:0.639213,validation accuracy:0.637937
epoch 230/600,training accuracy:0.639531,validation accuracy:0.638258
epoch 231/600,training accuracy:0.639622,validation accuracy:0.637818
epoch 232/600,training accuracy:0.640074,validation accuracy:0.637923
epoch 233/600,training accuracy:0.639851,validation accuracy:0.637630
epoch 234/600,training accuracy:0.639397,validation accuracy:0.638021
epoch 235/600,training accuracy:0.639920,validation accuracy:0.638612
epoch 236/600,training accuracy:0.640133,validation accuracy:0.638548
epoch 237/600,training accuracy:0.639887,validation accuracy:0.637679
epoch 238/600,training accuracy:0.640455,validation accuracy:0.638616
epoch 239/600,training accuracy:0.639872,validation accuracy:0.638182
epoch 240/600,training accuracy:0.639847,validation accuracy:0.638229
epoch 241/600,training accuracy:0.639943,validation accuracy:0.638147
epoch 242/600,training accuracy:0.640131,validation accuracy:0.637791
epoch 243/600,training accuracy:0.640536,validation accuracy:0.637691
epoch 244/600,training accuracy:0.640205,validation accuracy:0.638215
epoch 245/600,training accuracy:0.640316,validation accuracy:0.638162
epoch 246/600,training accuracy:0.640271,validation accuracy:0.638472
epoch 247/600,training accuracy:0.639986,validation accuracy:0.638143
epoch 248/600,training accuracy:0.640101,validation accuracy:0.638549
epoch 249/600,training accuracy:0.640506,validation accuracy:0.638533
epoch 250/600,training accuracy:0.640573,validation accuracy:0.638421
epoch 251/600,training accuracy:0.640717,validation accuracy:0.638362
epoch 252/600,training accuracy:0.640785,validation accuracy:0.638170
epoch 253/600,training accuracy:0.640714,validation accuracy:0.638491
epoch 254/600,training accuracy:0.640298,validation accuracy:0.638469
epoch 255/600,training accuracy:0.640335,validation accuracy:0.638408
epoch 256/600,training accuracy:0.640775,validation accuracy:0.638308
epoch 257/600,training accuracy:0.640818,validation accuracy:0.638462
epoch 258/600,training accuracy:0.640230,validation accuracy:0.638893
epoch 259/600,training accuracy:0.640979,validation accuracy:0.639374
epoch 260/600,training accuracy:0.641043,validation accuracy:0.639004
epoch 261/600,training accuracy:0.640433,validation accuracy:0.639081
epoch 262/600,training accuracy:0.640142,validation accuracy:0.638413
epoch 263/600,training accuracy:0.641466,validation accuracy:0.638768
epoch 264/600,training accuracy:0.641036,validation accuracy:0.638899
epoch 265/600,training accuracy:0.640697,validation accuracy:0.639467
epoch 266/600,training accuracy:0.641187,validation accuracy:0.638847
epoch 267/600,training accuracy:0.641356,validation accuracy:0.639186
epoch 268/600,training accuracy:0.641430,validation accuracy:0.638751
epoch 269/600,training accuracy:0.641063,validation accuracy:0.639425
epoch 270/600,training accuracy:0.641308,validation accuracy:0.638783
epoch 271/600,training accuracy:0.640962,validation accuracy:0.639435
epoch 272/600,training accuracy:0.641782,validation accuracy:0.639541
epoch 273/600,training accuracy:0.641514,validation accuracy:0.639236
epoch 274/600,training accuracy:0.641269,validation accuracy:0.639502
epoch 275/600,training accuracy:0.641503,validation accuracy:0.639707
epoch 276/600,training accuracy:0.641208,validation accuracy:0.639839
epoch 277/600,training accuracy:0.641479,validation accuracy:0.638885
epoch 278/600,training accuracy:0.641185,validation accuracy:0.638723
epoch 279/600,training accuracy:0.641638,validation accuracy:0.639482
epoch 280/600,training accuracy:0.641532,validation accuracy:0.639345
epoch 281/600,training accuracy:0.641503,validation accuracy:0.639054
epoch 282/600,training accuracy:0.641716,validation accuracy:0.638499
epoch 283/600,training accuracy:0.641477,validation accuracy:0.639704
epoch 284/600,training accuracy:0.641719,validation accuracy:0.638896
epoch 285/600,training accuracy:0.641604,validation accuracy:0.639001
epoch 286/600,training accuracy:0.642007,validation accuracy:0.639408
epoch 287/600,training accuracy:0.641781,validation accuracy:0.639850
epoch 288/600,training accuracy:0.641768,validation accuracy:0.639177
epoch 289/600,training accuracy:0.641901,validation accuracy:0.639670
epoch 290/600,training accuracy:0.641958,validation accuracy:0.639730
epoch 291/600,training accuracy:0.641953,validation accuracy:0.639778
epoch 292/600,training accuracy:0.642145,validation accuracy:0.639954
epoch 293/600,training accuracy:0.641833,validation accuracy:0.640065
epoch 294/600,training accuracy:0.642441,validation accuracy:0.639253
epoch 295/600,training accuracy:0.642061,validation accuracy:0.639761
epoch 296/600,training accuracy:0.641942,validation accuracy:0.639268
epoch 297/600,training accuracy:0.642184,validation accuracy:0.639925
epoch 298/600,training accuracy:0.641938,validation accuracy:0.639437
epoch 299/600,training accuracy:0.642435,validation accuracy:0.640101
epoch 300/600,training accuracy:0.642015,validation accuracy:0.639620
epoch 301/600,training accuracy:0.642187,validation accuracy:0.640020
epoch 302/600,training accuracy:0.642660,validation accuracy:0.640434
epoch 303/600,training accuracy:0.642500,validation accuracy:0.639984
epoch 304/600,training accuracy:0.642506,validation accuracy:0.639649
epoch 305/600,training accuracy:0.642351,validation accuracy:0.639966
epoch 306/600,training accuracy:0.642742,validation accuracy:0.640295
epoch 307/600,training accuracy:0.642486,validation accuracy:0.640288
epoch 308/600,training accuracy:0.642843,validation accuracy:0.640374
epoch 309/600,training accuracy:0.642780,validation accuracy:0.640304
epoch 310/600,training accuracy:0.642395,validation accuracy:0.640109
epoch 311/600,training accuracy:0.643010,validation accuracy:0.639851
epoch 312/600,training accuracy:0.642794,validation accuracy:0.640074
epoch 313/600,training accuracy:0.643061,validation accuracy:0.640222
epoch 314/600,training accuracy:0.642735,validation accuracy:0.640817
epoch 315/600,training accuracy:0.642516,validation accuracy:0.640458
epoch 316/600,training accuracy:0.643127,validation accuracy:0.639937
epoch 317/600,training accuracy:0.642848,validation accuracy:0.640415
epoch 318/600,training accuracy:0.643122,validation accuracy:0.639460
epoch 319/600,training accuracy:0.642845,validation accuracy:0.640426
epoch 320/600,training accuracy:0.642529,validation accuracy:0.639892
epoch 321/600,training accuracy:0.643029,validation accuracy:0.640649
epoch 322/600,training accuracy:0.643018,validation accuracy:0.639810
epoch 323/600,training accuracy:0.642892,validation accuracy:0.640491
epoch 324/600,training accuracy:0.642824,validation accuracy:0.640380
epoch 325/600,training accuracy:0.643500,validation accuracy:0.640095
epoch 326/600,training accuracy:0.643429,validation accuracy:0.641053
epoch 327/600,training accuracy:0.643322,validation accuracy:0.640950
epoch 328/600,training accuracy:0.643326,validation accuracy:0.640138
epoch 329/600,training accuracy:0.643435,validation accuracy:0.640580
epoch 330/600,training accuracy:0.643437,validation accuracy:0.640670
epoch 331/600,training accuracy:0.643812,validation accuracy:0.640905
epoch 332/600,training accuracy:0.643695,validation accuracy:0.641091
epoch 333/600,training accuracy:0.643570,validation accuracy:0.640644
epoch 334/600,training accuracy:0.643442,validation accuracy:0.641187
epoch 335/600,training accuracy:0.643695,validation accuracy:0.641001
epoch 336/600,training accuracy:0.643865,validation accuracy:0.640773
epoch 337/600,training accuracy:0.643605,validation accuracy:0.641227
epoch 338/600,training accuracy:0.643659,validation accuracy:0.640953
epoch 339/600,training accuracy:0.644031,validation accuracy:0.640533
epoch 340/600,training accuracy:0.643718,validation accuracy:0.640874
epoch 341/600,training accuracy:0.643674,validation accuracy:0.641224
epoch 342/600,training accuracy:0.644023,validation accuracy:0.641091
epoch 343/600,training accuracy:0.644028,validation accuracy:0.641120
epoch 344/600,training accuracy:0.643940,validation accuracy:0.641170
epoch 345/600,training accuracy:0.644061,validation accuracy:0.641246
epoch 346/600,training accuracy:0.644449,validation accuracy:0.641356
epoch 347/600,training accuracy:0.643932,validation accuracy:0.640644
epoch 348/600,training accuracy:0.644222,validation accuracy:0.640860
epoch 349/600,training accuracy:0.644541,validation accuracy:0.641371
epoch 350/600,training accuracy:0.644659,validation accuracy:0.641616
epoch 351/600,training accuracy:0.644431,validation accuracy:0.641539
epoch 352/600,training accuracy:0.644358,validation accuracy:0.641384
epoch 353/600,training accuracy:0.644348,validation accuracy:0.641704
epoch 354/600,training accuracy:0.644642,validation accuracy:0.641382
epoch 355/600,training accuracy:0.645095,validation accuracy:0.641499
epoch 356/600,training accuracy:0.644388,validation accuracy:0.641479
epoch 357/600,training accuracy:0.644848,validation accuracy:0.642122
epoch 358/600,training accuracy:0.644690,validation accuracy:0.641299
epoch 359/600,training accuracy:0.644104,validation accuracy:0.642196
epoch 360/600,training accuracy:0.645166,validation accuracy:0.642279
epoch 361/600,training accuracy:0.645051,validation accuracy:0.641091
epoch 362/600,training accuracy:0.644992,validation accuracy:0.642109
epoch 363/600,training accuracy:0.644489,validation accuracy:0.641408
epoch 364/600,training accuracy:0.644746,validation accuracy:0.642394
epoch 365/600,training accuracy:0.645091,validation accuracy:0.641954
epoch 366/600,training accuracy:0.644630,validation accuracy:0.641433
epoch 367/600,training accuracy:0.645075,validation accuracy:0.641316
epoch 368/600,training accuracy:0.644872,validation accuracy:0.641745
epoch 369/600,training accuracy:0.644737,validation accuracy:0.641699
epoch 370/600,training accuracy:0.645198,validation accuracy:0.641780
epoch 371/600,training accuracy:0.645024,validation accuracy:0.641327
epoch 372/600,training accuracy:0.645206,validation accuracy:0.641601
epoch 373/600,training accuracy:0.645280,validation accuracy:0.641319
epoch 374/600,training accuracy:0.645535,validation accuracy:0.642297
epoch 375/600,training accuracy:0.645075,validation accuracy:0.642554
epoch 376/600,training accuracy:0.645189,validation accuracy:0.642792
epoch 377/600,training accuracy:0.645153,validation accuracy:0.641906
epoch 378/600,training accuracy:0.645295,validation accuracy:0.641749
epoch 379/600,training accuracy:0.645298,validation accuracy:0.642650
epoch 380/600,training accuracy:0.645497,validation accuracy:0.641863
epoch 381/600,training accuracy:0.645419,validation accuracy:0.642242
epoch 382/600,training accuracy:0.645045,validation accuracy:0.641906
epoch 383/600,training accuracy:0.645531,validation accuracy:0.642476
epoch 384/600,training accuracy:0.645146,validation accuracy:0.641618
epoch 385/600,training accuracy:0.645620,validation accuracy:0.642367
epoch 386/600,training accuracy:0.644940,validation accuracy:0.641563
epoch 387/600,training accuracy:0.645568,validation accuracy:0.641762
epoch 388/600,training accuracy:0.645340,validation accuracy:0.642200
epoch 389/600,training accuracy:0.645682,validation accuracy:0.641998
epoch 390/600,training accuracy:0.646144,validation accuracy:0.641799
epoch 391/600,training accuracy:0.645296,validation accuracy:0.641933
epoch 392/600,training accuracy:0.645602,validation accuracy:0.641743
epoch 393/600,training accuracy:0.645820,validation accuracy:0.642628
epoch 394/600,training accuracy:0.645770,validation accuracy:0.642299
epoch 395/600,training accuracy:0.645499,validation accuracy:0.642597
epoch 396/600,training accuracy:0.645884,validation accuracy:0.642252
epoch 397/600,training accuracy:0.645701,validation accuracy:0.642053
epoch 398/600,training accuracy:0.645773,validation accuracy:0.642856
epoch 399/600,training accuracy:0.645813,validation accuracy:0.642858
epoch 400/600,training accuracy:0.645794,validation accuracy:0.642641
epoch 401/600,training accuracy:0.645932,validation accuracy:0.642474
epoch 402/600,training accuracy:0.646082,validation accuracy:0.642394
epoch 403/600,training accuracy:0.646224,validation accuracy:0.642206
epoch 404/600,training accuracy:0.645737,validation accuracy:0.642846
epoch 405/600,training accuracy:0.645870,validation accuracy:0.642340
epoch 406/600,training accuracy:0.645749,validation accuracy:0.642607
epoch 407/600,training accuracy:0.646027,validation accuracy:0.642002
epoch 408/600,training accuracy:0.646385,validation accuracy:0.642799
epoch 409/600,training accuracy:0.645502,validation accuracy:0.642141
epoch 410/600,training accuracy:0.646137,validation accuracy:0.642610
epoch 411/600,training accuracy:0.646441,validation accuracy:0.642157
epoch 412/600,training accuracy:0.646413,validation accuracy:0.641849
epoch 413/600,training accuracy:0.646456,validation accuracy:0.642905
epoch 414/600,training accuracy:0.646039,validation accuracy:0.642807
epoch 415/600,training accuracy:0.646076,validation accuracy:0.641265
epoch 416/600,training accuracy:0.646029,validation accuracy:0.643015
epoch 417/600,training accuracy:0.646559,validation accuracy:0.642574
epoch 418/600,training accuracy:0.646472,validation accuracy:0.641704
epoch 419/600,training accuracy:0.646611,validation accuracy:0.642529
epoch 420/600,training accuracy:0.646118,validation accuracy:0.642465
epoch 421/600,training accuracy:0.646572,validation accuracy:0.643045
epoch 422/600,training accuracy:0.646986,validation accuracy:0.642606
epoch 423/600,training accuracy:0.645978,validation accuracy:0.643289
epoch 424/600,training accuracy:0.645917,validation accuracy:0.642658
epoch 425/600,training accuracy:0.646449,validation accuracy:0.642909
epoch 426/600,training accuracy:0.646657,validation accuracy:0.642821
epoch 427/600,training accuracy:0.646661,validation accuracy:0.642448
epoch 428/600,training accuracy:0.647192,validation accuracy:0.642437
epoch 429/600,training accuracy:0.646491,validation accuracy:0.642291
epoch 430/600,training accuracy:0.646366,validation accuracy:0.642767
epoch 431/600,training accuracy:0.646981,validation accuracy:0.642495
epoch 432/600,training accuracy:0.646724,validation accuracy:0.642496
epoch 433/600,training accuracy:0.646898,validation accuracy:0.643210
epoch 434/600,training accuracy:0.646543,validation accuracy:0.642258
epoch 435/600,training accuracy:0.646617,validation accuracy:0.642533
epoch 436/600,training accuracy:0.646638,validation accuracy:0.642637
epoch 437/600,training accuracy:0.646490,validation accuracy:0.642578
epoch 438/600,training accuracy:0.646898,validation accuracy:0.642751
epoch 439/600,training accuracy:0.646554,validation accuracy:0.642152
epoch 440/600,training accuracy:0.646117,validation accuracy:0.643088
epoch 441/600,training accuracy:0.647130,validation accuracy:0.642324
epoch 442/600,training accuracy:0.646781,validation accuracy:0.642863
epoch 443/600,training accuracy:0.647033,validation accuracy:0.642537
epoch 444/600,training accuracy:0.646477,validation accuracy:0.642854
epoch 445/600,training accuracy:0.646699,validation accuracy:0.643116
epoch 446/600,training accuracy:0.646425,validation accuracy:0.642779
epoch 447/600,training accuracy:0.646807,validation accuracy:0.643330
epoch 448/600,training accuracy:0.646903,validation accuracy:0.642490
epoch 449/600,training accuracy:0.646929,validation accuracy:0.642254
